id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts34074,"That Winter, the Wind Blows",SHOW,2013,63,drama,KR,7.6,1836.0,5.05,7.5
tm181550,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,160,"action, crime, drama, romance",IN,4.4,7204.0,3.627,5.5
tm149914,Jim Jefferies: Bare,MOVIE,2014,76,comedy,US,8.0,5461.0,6.947,7.5
tm145627,Pizza,MOVIE,2014,107,"horror, thriller",IN,6.2,1313.0,2.54,4.6
tm186161,Boss,MOVIE,2013,143,"comedy, drama, crime, action",IN,5.1,11159.0,3.181,5.7
tm183002,Madras Cafe,MOVIE,2013,130,"action, thriller, drama",IN,7.6,24506.0,7.356,6.6
ts122290,Dharmakshetra,SHOW,2014,44,drama,IN,8.3,273.0,1.243,10.0
ts75833,Masha's Spooky Stories,SHOW,2014,5,"animation, family",RU,6.2,67.0,6.738,5.5
tm158302,Ankhon Dekhi,MOVIE,2014,104,"drama, comedy",IN,8.0,11330.0,4.013,6.9
tm182322,Kai Po Che!,MOVIE,2013,126,"drama, sport",IN,7.7,36784.0,6.691,7.0
tm157062,Anjaan,MOVIE,2014,170,"crime, action, thriller",IN,5.3,5018.0,4.673,5.8
tm186054,ABCD,MOVIE,2013,136,"music, drama",IN,6.3,6960.0,3.347,6.1
tm165504,Blind Detective,MOVIE,2013,130,"crime, action, comedy, drama, thriller",HK,6.4,3300.0,7.454,6.0
tm167342,Satyagraha,MOVIE,2013,152,"drama, documentation",IN,5.9,5171.0,2.663,6.2
tm35895,Buddies,MOVIE,2013,94,"drama, comedy, action, documentation, european",BR,6.5,1082.0,3.198,6.9
tm158980,Khoobsurat,MOVIE,2014,130,"comedy, romance",IN,6.4,8464.0,6.343,6.765
ts67797,Sammy & Co,SHOW,2014,15,"animation, european",US,5.7,31.0,1.96,7.3
tm149747,The Perfect Dictatorship,MOVIE,2014,143,"drama, comedy",MX,7.2,5432.0,15.244,7.2
tm159819,Bride for Rent,MOVIE,2014,115,"romance, comedy",PH,6.4,601.0,2.354,7.5
tm2269,Selfie,MOVIE,2014,123,"comedy, documentation, drama, european",RO,6.0,1671.0,2.164,6.3
tm175753,Chashme Baddoor,MOVIE,2013,120,"comedy, drama",IN,5.4,5148.0,2.874,4.5
tm178513,Bombay Talkies,MOVIE,2013,127,"drama, romance",IN,6.6,5402.0,4.389,6.5
tm160034,Humpty Sharma Ki Dulhania,MOVIE,2014,133,"drama, comedy, romance",IN,6.0,12969.0,6.707,6.4
tm142630,Ragini MMS 2,MOVIE,2014,120,horror,IN,3.9,2903.0,3.17,4.3
tm149578,Mission Blue,MOVIE,2014,94,"documentation, drama",US,7.9,1991.0,4.029,7.5
tm176481,Chennai Express,MOVIE,2013,141,"romance, drama, action, comedy",IN,6.0,53939.0,8.622,6.6
tm167107,Saheb Biwi Aur Gangster Returns,MOVIE,2013,142,"action, crime, thriller, drama",IN,6.7,3997.0,3.099,6.8
tm158546,Raja Natwarlal,MOVIE,2014,141,"thriller, crime",IN,6.1,4311.0,2.473,6.6
tm236725,My Beautiful Broken Brain,MOVIE,2014,84,documentation,GB,7.0,2286.0,3.201,7.1
tm151210,Jim Gaffigan: Obsessed,MOVIE,2014,70,"comedy, documentation",US,7.6,2244.0,3.499,7.2
tm146657,Jeff Dunham: All Over the Map,MOVIE,2014,41,comedy,"IL, NO, ZA, AE, GB, IS, IE",7.1,854.0,1.512,5.5
tm157681,Eyes of a Thief,MOVIE,2014,98,drama,PS,6.6,450.0,1.103,5.0
tm145791,Miss Granny,MOVIE,2014,124,"drama, comedy, music, family, fantasy",KR,7.2,3508.0,6.475,7.4
tm175954,Aziz Ansari: Buried Alive,MOVIE,2013,79,"comedy, documentation",US,7.2,3998.0,5.417,7.0
tm158436,Print the Legend,MOVIE,2014,100,"documentation, drama, history",US,7.0,1967.0,4.769,6.7
tm172027,The Butterfly's Dream,MOVIE,2013,138,"drama, history, romance",TR,7.7,22191.0,5.576,7.3
tm209037,Tea Time,MOVIE,2014,70,documentation,CL,7.6,507.0,1.704,7.7
tm153055,Mitt,MOVIE,2014,93,"documentation, family",US,6.9,2579.0,3.843,6.3
tm155051,Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,81,comedy,CA,6.2,1569.0,1.567,6.0
tm143299,Ungli,MOVIE,2014,114,"thriller, crime, drama",IN,5.8,3914.0,2.757,5.8
tm348393,When Love Happens,MOVIE,2014,109,romance,NG,4.8,129.0,1.287,5.0
tm182227,Marc Maron: Thinky Pain,MOVIE,2013,90,comedy,US,7.3,1892.0,2.675,7.2
ts121189,"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,29,"history, documentation",IN,8.9,333.0,0.992,10.0
tm157461,Coming Soon,MOVIE,2014,134,"romance, drama, comedy",TR,7.3,34137.0,6.194,6.745
ts20238,Boss & Me,SHOW,2014,45,"comedy, romance",CN,7.3,456.0,5.829,9.0
tm157609,Born in Gaza,MOVIE,2014,69,"documentation, european",ES,7.4,511.0,1.4,8.8
tm152273,Tiger & Bunny: The Rising,MOVIE,2014,108,"scifi, action, animation",JP,6.7,334.0,3.39,5.8
tm202914,My Own Man,MOVIE,2014,82,"documentation, drama, comedy, family",US,6.4,447.0,1.895,6.8
tm183654,SDU: Sex Duties Unit,MOVIE,2013,94,"comedy, action",HK,5.9,492.0,3.625,5.8
tm147518,City of God: 10 Years Later,MOVIE,2013,69,documentation,BR,6.4,1322.0,11.673,6.9
tm197423,October 1,MOVIE,2014,149,"thriller, crime, drama",NG,6.4,446.0,1.347,6.2
tm145658,The Amazing Praybeyt Benjamin,MOVIE,2014,105,"drama, comedy, action, fantasy, romance",PH,4.0,195.0,1.584,3.5
ts82860,Against the Tide,SHOW,2014,44,drama,SG,7.6,11.0,0.6,6.0
tm151860,Free to Play,MOVIE,2014,75,"documentation, action","US, CN, DE, SG, UA",7.6,13341.0,5.11,7.0
tm184511,Inkaar,MOVIE,2013,133,"drama, romance, thriller",IN,6.1,2586.0,2.882,5.6
tm145216,Dabbe 5: Curse of the Jinn,MOVIE,2014,132,horror,TR,5.9,3788.0,4.004,5.3
tm169054,Bhaji in Problem,MOVIE,2013,117,"drama, comedy",IN,7.1,1021.0,1.84,8.0
tm154729,Dedh Ishqiya,MOVIE,2014,148,"romance, thriller, comedy, drama",IN,7.0,7236.0,2.411,6.5
tm187505,She's The One,MOVIE,2013,110,"romance, drama, comedy",PH,6.3,210.0,1.282,6.2
tm177645,Wedding Association,MOVIE,2013,106,comedy,XX,7.0,22458.0,4.209,6.3
tm155507,Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,71,comedy,US,5.8,1179.0,2.714,6.4
tm182580,Ghadi,MOVIE,2013,100,"drama, family, comedy",LB,7.3,1128.0,2.793,6.5
tm152843,Swearnet: The Movie,MOVIE,2014,112,comedy,CA,6.0,2769.0,4.778,5.4
tm147405,E-Team,MOVIE,2014,88,"documentation, war",US,7.1,873.0,2.421,6.0
tm185736,SampleThis,MOVIE,2013,85,"documentation, music",US,6.4,471.0,1.8,6.6
tm183805,Ghanchakkar,MOVIE,2013,137,"thriller, comedy, crime",IN,5.8,5052.0,4.012,5.5
tm181051,Giraffada,MOVIE,2014,85,"drama, european","DE, IT, PS, FR",6.3,243.0,3.451,5.8
tm169294,Pagpag: Siyam na Buhay,MOVIE,2013,105,horror,PH,5.4,326.0,2.658,7.0
tm147908,Anaamika,MOVIE,2014,124,thriller,IN,5.5,271.0,0.973,6.0
tm178992,The Midas Touch,MOVIE,2013,99,comedy,HK,5.0,190.0,1.883,4.0
tm166723,It Takes a Man and a Woman,MOVIE,2013,120,"romance, comedy, drama",PH,6.7,363.0,1.892,7.8
tm177224,Gori Tere Pyaar Mein,MOVIE,2013,150,"comedy, drama, romance",IN,4.9,3861.0,4.555,6.1
tm187118,What the Fish,MOVIE,2013,98,"drama, comedy",IN,5.2,211.0,1.349,5.5
tm200926,Heritages,MOVIE,2014,96,"drama, documentation, european","AE, LB",7.3,131.0,0.955,4.0
tm155014,Trailer Park Boys: Live at the North Pole,MOVIE,2014,88,comedy,CA,6.7,1114.0,2.061,7.0
tm159296,One by Two,MOVIE,2014,139,"comedy, drama, romance",IN,3.9,748.0,2.275,4.4
tm179328,Romantik Komedi 2: Bekarlığa Veda,MOVIE,2013,105,"comedy, romance",XX,5.1,3383.0,4.536,5.1
ts32752,Two Fathers,SHOW,2013,44,"comedy, drama",TW,8.0,59.0,1.762,7.0
tm186408,The Land of Cards,MOVIE,2013,110,fantasy,IN,5.5,412.0,3.983,6.5
tm157783,Gollu Aur Pappu,MOVIE,2014,112,comedy,IN,3.8,119.0,1.556,4.7
tm146144,Bobby Jasoos,MOVIE,2014,121,"action, comedy, drama, thriller",IN,5.5,2331.0,1.886,5.9
tm144541,Refugiado,MOVIE,2014,95,"thriller, drama, european",AR,6.4,373.0,1.835,6.2
tm175364,Chhota Bheem Aur Hanuman,MOVIE,2013,67,"animation, fantasy",IN,7.3,36.0,1.509,6.2
tm136036,That Thing Called Tadhana,MOVIE,2014,110,"romance, comedy, drama",PH,7.4,1050.0,2.887,6.4
tm188290,Must Be... Love,MOVIE,2013,105,"comedy, romance",PH,6.4,531.0,2.345,6.0
tm142852,She's Dating the Gangster,MOVIE,2014,105,"drama, romance, comedy",PH,7.0,1100.0,3.134,7.2
tm228574,Swearnet Live,MOVIE,2014,75,comedy,CA,5.3,540.0,1.507,5.4
tm171891,Himmatwala,MOVIE,2013,150,"comedy, drama, action",IN,1.7,8648.0,0.6,3.3
tm176900,Theeya Velai Seiyyanum Kumaru,MOVIE,2013,125,"comedy, drama, romance",IN,5.3,30.0,2.895,5.6
tm158671,A Fairly Odd Summer,MOVIE,2014,66,"fantasy, comedy, family, animation",US,3.8,564.0,8.572,5.9
tm144557,Deliha,MOVIE,2014,107,"family, comedy, romance",TR,4.5,4315.0,5.163,5.7
tm169669,Four Sisters and a Wedding,MOVIE,2013,126,"drama, comedy",PH,7.2,816.0,4.565,7.1
tm149541,D.L. Hughley: Clear,MOVIE,2014,59,comedy,US,6.8,253.0,2.854,6.6
tm144451,Cold Harbour,MOVIE,2014,76,"thriller, crime, action",ZA,5.2,215.0,1.955,4.2
tm205684,Confusion Na Wa,MOVIE,2013,105,"crime, drama, comedy",NG,7.0,38.0,1.513,7.0
tm175577,Flower Girl,MOVIE,2013,94,"comedy, romance",NG,6.0,108.0,0.628,6.0
tm178234,Blind Intersections,MOVIE,2013,87,drama,"LB, AE",6.6,176.0,1.262,4.5
tm176553,Doctor Bello,MOVIE,2013,95,"drama, action","NG, US",4.8,54.0,1.802,6.0
tm138280,Sigaram Thodu,MOVIE,2014,147,"action, thriller",IN,6.1,462.0,1.509,5.4
tm156397,Starting Over Again,MOVIE,2014,130,"comedy, drama, documentation, european",PH,8.3,15.0,2.044,7.2
tm159094,Naan Sigappu Manithan,MOVIE,2014,161,"drama, action, thriller",IN,6.5,1092.0,2.416,6.4
tm460055,The War Against Women,MOVIE,2013,62,"documentation, war","US, ES",7.3,74.0,1.305,6.3
tm157286,The Royal Bengal Tiger,MOVIE,2014,107,thriller,IN,6.8,909.0,1.576,6.7
tm179248,Settai,MOVIE,2013,136,"comedy, crime, action",IN,4.5,525.0,2.696,5.1
tm242276,Na Bangaaru Talli,MOVIE,2014,116,"thriller, crime, drama, family",IN,7.2,160.0,0.921,7.0
tm159701,Wyatt Cenac: Brooklyn,MOVIE,2014,67,comedy,US,6.3,231.0,1.806,6.2
tm150962,Mumbai Delhi Mumbai,MOVIE,2014,120,"comedy, romance",IN,5.7,357.0,1.4,6.3
ts8,Better Call Saul,SHOW,2015,49,"drama, crime",US,8.8,438575.0,273.296,8.5
ts37143,Alone,SHOW,2015,51,"reality, documentation",US,8.4,5037.0,26.93,7.0
ts38796,Stranger Things,SHOW,2016,61,"scifi, thriller, drama, fantasy, horror",US,8.7,1101055.0,2226.231,8.635
ts21867,Schitt's Creek,SHOW,2015,22,comedy,CA,8.5,115758.0,25.254,7.6
ts41766,The Good Place,SHOW,2016,23,"scifi, romance, comedy, drama, fantasy",US,8.2,152884.0,33.793,8.0
ts37539,One-Punch Man,SHOW,2015,22,"action, animation, comedy, fantasy, scifi, horror, drama",JP,8.7,152231.0,133.336,8.4
tm232579,Hunt for the Wilderpeople,MOVIE,2016,101,"drama, comedy",NZ,7.8,128676.0,11.591,7.7
ts36577,The Last Kingdom,SHOW,2015,55,"action, drama, war, history, european",GB,8.5,132561.0,153.281,8.3
ts35201,Food Wars! Shokugeki no Soma,SHOW,2015,24,"drama, comedy, fantasy, thriller, animation",JP,8.2,10022.0,28.642,8.6
tm243100,Hell or High Water,MOVIE,2016,102,"thriller, western, action, crime, drama",US,7.6,227350.0,28.227,7.303
ts42069,The Crown,SHOW,2016,56,"drama, history, european","GB, US",8.7,194243.0,75.521,8.2
ts36885,Ash vs Evil Dead,SHOW,2015,30,"action, scifi, comedy, horror, fantasy, thriller",US,8.4,70087.0,30.426,7.7
tm195209,Legend,MOVIE,2015,131,"thriller, crime, drama, european","GB, US, FR",6.9,178601.0,333.013,6.985
tm239760,Blair Witch,MOVIE,2016,89,"thriller, horror","US, CA",5.0,44716.0,19.407,5.2
tm204163,War Dogs,MOVIE,2016,114,"crime, war, comedy, drama",US,7.1,212032.0,32.374,6.9
ts36147,Lucifer,SHOW,2016,47,"scifi, crime, drama, fantasy",US,8.1,313124.0,922.112,8.523
ts35793,Forged in Fire,SHOW,2015,42,reality,US,8.3,3632.0,24.602,8.1
ts53051,The OA,SHOW,2016,55,"scifi, drama, fantasy",US,7.8,103176.0,33.623,7.6
tm135307,Blackhat,MOVIE,2015,133,"action, crime, thriller",US,5.4,58192.0,38.675,5.5
tm205890,The Take,MOVIE,2016,92,"action, drama, crime, thriller","US, FR, LU, GB",6.3,43449.0,17.563,6.3
tm239727,Nocturnal Animals,MOVIE,2016,117,"thriller, drama",US,7.5,264884.0,24.273,7.5
tm242705,Raw,MOVIE,2016,99,"horror, drama, fantasy, european","FR, BE",7.0,72460.0,14.899,7.08
tm138905,The Hateful Eight,MOVIE,2015,188,"thriller, western, drama, crime",US,7.8,570138.0,26.531,7.737
ts38199,The Magicians,SHOW,2015,44,"scifi, drama, fantasy",US,7.6,50193.0,41.602,7.7
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,21,"animation, action, family, fantasy, romance",FR,7.7,10102.0,266.566,8.0
ts41961,Queen of the South,SHOW,2016,42,"drama, thriller, action, crime",US,7.9,29495.0,42.381,7.623
ts35251,Grace and Frankie,SHOW,2015,29,"drama, comedy",US,8.2,51116.0,25.429,7.6
ts41956,Designated Survivor,SHOW,2016,44,"war, action, drama, thriller",US,7.5,89300.0,40.372,7.2
ts38718,Slasher,SHOW,2016,46,"crime, drama, horror, thriller",CA,6.7,14321.0,33.199,6.6
ts42014,60 Days In,SHOW,2016,46,"documentation, reality",US,7.6,2676.0,8.446,6.8
ts53664,Fauda,SHOW,2015,40,"war, drama, thriller, action",IL,8.2,26158.0,41.37,7.5
ts37866,Call My Agent!,SHOW,2015,55,"comedy, drama, european",FR,8.3,14061.0,20.42,7.9
ts42120,Travelers,SHOW,2016,45,"scifi, thriller, drama",CA,8.0,55485.0,37.756,7.6
tm140391,Pan,MOVIE,2015,111,"action, fantasy, family, comedy","US, GB",5.7,63788.0,24.494,6.0
tm199607,The Gift,MOVIE,2015,108,"drama, thriller, documentation","AU, US",7.0,155102.0,15.146,6.7
tm137869,Wild Card,MOVIE,2015,92,"action, thriller, crime, drama",US,5.6,55605.0,66.805,5.6
ts42077,Medici: Masters of Florence,SHOW,2016,54,"war, romance, thriller, drama, history, european","IT, GB",7.9,18891.0,31.427,7.8
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,46,"documentation, history",US,9.0,5890.0,6.44,8.2
ts18010,Bloodline,SHOW,2015,57,"drama, thriller",US,7.9,51422.0,17.338,7.3
ts36129,Crazy Ex-Girlfriend,SHOW,2015,42,comedy,US,7.8,20028.0,19.268,6.9
ts36631,Narcos,SHOW,2015,52,"drama, thriller, crime",US,8.8,410463.0,75.495,7.973
ts36550,DC's Legends of Tomorrow,SHOW,2016,42,"drama, action, scifi",US,6.8,101178.0,63.898,7.4
ts70529,Norsemen,SHOW,2016,31,"comedy, drama, history",NO,7.7,18456.0,30.431,7.0
ts41975,Shooter,SHOW,2016,41,"action, war, drama",US,7.5,36165.0,45.055,7.1
ts38734,Marcella,SHOW,2016,45,"crime, drama, european",GB,7.4,30969.0,25.841,7.1
ts36015,Into the Badlands,SHOW,2015,43,"action, drama",US,7.9,46030.0,22.624,7.6
tm120609,"Hail, Caesar!",MOVIE,2016,106,"comedy, drama, music",US,6.3,133837.0,11.125,5.9
ts35554,Scream: The TV Series,SHOW,2015,43,"thriller, drama, crime, horror, comedy",US,7.1,40676.0,38.018,6.9
ts21981,iZombie,SHOW,2015,42,"crime, scifi, drama, comedy, horror",US,7.8,67213.0,45.203,7.792
tm137693,Crimson Peak,MOVIE,2015,119,"horror, thriller, romance, fantasy, drama",US,6.5,146073.0,27.654,6.64
ts35563,Supergirl,SHOW,2015,42,"scifi, action, drama",US,6.2,122911.0,91.102,7.3
ts21869,Sense8,SHOW,2015,62,"scifi, drama, thriller",US,8.2,152865.0,34.974,7.8
tm137002,Bāhubali: The Beginning,MOVIE,2015,158,"action, drama, fantasy",IN,8.0,120110.0,57.23,7.6
ts47714,Kim's Convenience,SHOW,2016,22,comedy,CA,8.2,17706.0,17.034,7.8
tm206698,Ouija: Origin of Evil,MOVIE,2016,99,"drama, horror, thriller",US,5.3,6.0,44.508,6.1
ts38710,Wynonna Earp,SHOW,2016,43,"western, action, scifi, thriller, drama, fantasy","CA, US",7.3,22565.0,30.342,8.0
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,30,"comedy, drama",US,7.6,71266.0,25.634,7.2
tm139841,Sinister 2,MOVIE,2015,97,"horror, thriller","US, CA, GB",5.3,54305.0,34.866,5.8
tm233377,The Edge of Seventeen,MOVIE,2016,105,"drama, comedy",US,7.3,124099.0,31.226,7.2
ts35253,Dark Matter,SHOW,2015,43,"scifi, thriller, drama, action",CA,7.5,42177.0,19.743,6.7
tm143984,London Has Fallen,MOVIE,2016,99,"action, thriller, drama, crime","GB, US, BG",5.9,157409.0,47.627,6.145
ts41289,Flowers,SHOW,2016,25,"comedy, drama, european",GB,8.1,5650.0,4.476,7.4
tm233425,A Silent Voice: The Movie,MOVIE,2016,130,"animation, drama, romance, family",JP,8.1,77667.0,162.66,8.409
ts38090,Versailles,SHOW,2015,54,"drama, history, romance, war, documentation, comedy, european","CA, FR",7.9,16505.0,31.857,7.8
ts21986,Good Witch,SHOW,2015,43,"scifi, fantasy, comedy, drama",US,7.2,10556.0,35.952,7.7
tm120108,Kung Fu Panda 3,MOVIE,2016,95,"action, animation, family, fantasy, drama, comedy","US, CN",7.1,155678.0,91.033,6.851
tm239676,Hush,MOVIE,2016,82,"horror, thriller",US,6.6,123667.0,20.608,6.7
ts36177,Glitch,SHOW,2015,52,"scifi, thriller, drama, horror",AU,7.3,17240.0,48.448,6.8
tm212927,Mr. Right,MOVIE,2016,90,"action, comedy, romance",US,6.3,55955.0,16.884,6.439
tm194792,The Boy,MOVIE,2016,97,"horror, thriller",US,6.0,90853.0,29.848,5.9
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,29,comedy,US,7.3,23947.0,9.636,6.4
ts38415,Frontier,SHOW,2016,47,"action, history, drama",CA,7.1,20979.0,23.849,6.8
ts42687,PJ Masks,SHOW,2015,15,"family, animation, scifi, action, fantasy, european",GB,5.4,1268.0,42.328,5.0
ts38511,Love,SHOW,2016,32,"comedy, drama, romance",US,7.7,42357.0,26.397,7.3
ts38304,Servant of the People,SHOW,2015,29,comedy,UA,7.3,3266.0,19.089,7.2
ts35354,Zoo,SHOW,2015,43,"drama, scifi, thriller",US,6.6,24694.0,30.71,6.6
ts42170,Crashing,SHOW,2016,30,"comedy, european",GB,7.7,20370.0,8.663,7.3
tm193769,Steve Jobs,MOVIE,2015,125,"history, drama","GB, US",7.2,168042.0,12.847,6.8
tm138297,The Conjuring 2,MOVIE,2016,134,"horror, thriller, drama",US,7.3,264195.0,171.724,7.283
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,10,"scifi, comedy, animation, fantasy",JP,8.4,7086.0,40.266,8.4
tm132273,Home,MOVIE,2015,94,"family, fantasy, comedy, animation, scifi",US,6.6,101975.0,50.179,6.8
tm143085,Chappie,MOVIE,2015,120,"crime, action, scifi, drama, thriller","MX, ZA, US",6.8,249345.0,117.369,6.8
tm245271,Gantz:O,MOVIE,2016,95,"scifi, action, animation, fantasy, thriller, horror, drama",JP,7.1,14950.0,28.818,7.3
ts36046,BUNK'D,SHOW,2015,24,"comedy, drama, family",US,5.3,3287.0,50.043,7.2
tm135106,In a Valley of Violence,MOVIE,2016,104,"crime, thriller, western, action, drama",US,6.0,18987.0,13.597,6.1
tm196296,A Monster Calls,MOVIE,2016,108,"drama, animation, family, fantasy, thriller, european","US, GB, ES",7.4,87806.0,84.977,7.2
ts39007,Van Helsing,SHOW,2016,42,"scifi, action, fantasy, horror, drama",US,6.2,22172.0,95.708,7.1
tm209987,Christine,MOVIE,2016,123,drama,US,6.9,15146.0,11.1,6.8
ts36545,Quantico,SHOW,2015,43,"drama, thriller, crime",US,6.6,60567.0,23.057,6.5
tm219233,Loving,MOVIE,2016,123,"drama, romance","GB, US",7.0,34326.0,16.664,6.7
ts42169,ERASED,SHOW,2016,22,"drama, thriller, animation, fantasy, scifi",JP,8.5,44643.0,25.494,8.7
tm199700,The Danish Girl,MOVIE,2015,119,"drama, romance, european","BE, DK, DE, GB, US",7.1,183579.0,21.369,7.6
ts36856,F is for Family,SHOW,2015,27,"comedy, drama, animation",US,8.0,36562.0,18.906,7.3
ts37971,Master of None,SHOW,2015,32,"drama, comedy",US,8.3,72881.0,11.678,7.6
ts41490,Hap and Leonard,SHOW,2016,42,"action, thriller, crime, drama",US,7.6,7696.0,6.942,7.2
ts41963,Easy,SHOW,2016,30,"drama, comedy",US,6.9,13620.0,23.522,6.2
ts37464,Occupied,SHOW,2015,45,"war, drama, thriller",NO,7.6,9044.0,12.526,7.4
tm233214,Under the Shadow,MOVIE,2016,84,"war, drama, horror, thriller, fantasy","GB, IR, JO, QA",6.8,27337.0,9.878,6.5
ts52838,3%,SHOW,2016,46,"scifi, action, drama, thriller",BR,7.3,25452.0,29.033,7.2
ts41149,The Ranch,SHOW,2016,30,"comedy, drama, western",US,7.4,38420.0,25.365,7.5
tm136483,The DUFF,MOVIE,2015,101,"comedy, romance",US,6.4,93675.0,26.748,6.8
ts53099,Bordertown,SHOW,2016,59,"drama, crime, european",FI,7.6,10782.0,15.882,7.7
tm134791,Unfriended,MOVIE,2015,82,"thriller, horror, drama",US,5.5,73854.0,26.429,5.5
tm221740,Closet Monster,MOVIE,2016,90,"drama, fantasy",CA,7.0,8239.0,10.868,7.1
tm140843,Self/less,MOVIE,2015,118,"thriller, action, scifi, drama",US,6.5,98837.0,24.941,6.407
ts38204,Making a Murderer,SHOW,2015,62,"documentation, crime",US,8.6,94419.0,8.723,7.9
tm219248,The Fundamentals of Caring,MOVIE,2016,97,"comedy, drama",US,7.3,72083.0,14.985,7.326
tm196125,"Hello, My Name Is Doris",MOVIE,2015,95,"drama, comedy, romance",US,6.6,21105.0,13.528,6.4
tm204035,Spectral,MOVIE,2016,109,"thriller, action, scifi",US,6.3,59040.0,30.663,6.43
tm233521,Other People,MOVIE,2016,97,"drama, comedy",US,6.8,11418.0,5.903,6.4
ts42655,Wanted,SHOW,2016,45,"crime, drama, action",AU,7.6,5920.0,12.755,7.2
tm206512,Circle,MOVIE,2015,87,"thriller, drama, horror, scifi, european",US,6.0,52925.0,14.711,6.0
ts36983,Fuller House,SHOW,2016,27,"comedy, family",US,6.7,27445.0,25.211,7.6
ts38783,Secret City,SHOW,2016,50,"war, thriller",AU,7.4,8086.0,12.012,6.6
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,24,"war, action, scifi, animation, drama",JP,7.9,1660.0,9.168,7.1
tm239743,Batman: The Killing Joke,MOVIE,2016,76,"animation, drama, action, thriller, crime",US,6.4,56275.0,25.747,6.615
ts35256,Chef's Table,SHOW,2015,50,documentation,US,8.5,15352.0,10.447,7.9
tm200126,He Never Died,MOVIE,2015,99,"fantasy, horror, comedy, drama, thriller","US, CA",6.3,20376.0,10.541,6.1
tm208622,American Ultra,MOVIE,2015,96,"action, comedy, scifi","CH, US",6.1,89912.0,20.733,6.1
ts35362,Locked Up,SHOW,2015,49,"drama, thriller, action, european",ES,8.2,21862.0,156.976,8.0
ts42156,Degrassi: Next Class,SHOW,2016,24,"drama, romance",CA,6.8,3285.0,12.075,7.0
tm244788,13th,MOVIE,2016,100,"documentation, history, crime",US,8.2,35302.0,8.675,8.0
ts3844,Aquarius,SHOW,2015,43,"drama, thriller, crime, european",US,7.0,12279.0,13.111,6.8
ts41913,Frequency,SHOW,2016,18,"scifi, drama, fantasy, thriller",US,7.4,13723.0,12.16,7.3
tm139532,Before I Wake,MOVIE,2016,97,"drama, fantasy, horror, thriller",US,6.2,46334.0,99.185,6.4
tm253083,Blue Jay,MOVIE,2016,81,"romance, drama",US,7.2,17346.0,7.83,7.0
ts42119,Greenleaf,SHOW,2016,42,drama,US,7.3,5227.0,18.424,7.4
tm136321,Advantageous,MOVIE,2015,92,"drama, scifi, family",US,6.2,5378.0,6.297,6.0
tm225308,Into the Inferno,MOVIE,2016,107,documentation,"CA, DE, GB",7.2,8693.0,9.998,7.0
ts52830,Gilmore Girls: A Year in the Life,SHOW,2016,92,"drama, comedy",US,7.6,37577.0,14.808,7.6
tm238722,Collateral Beauty,MOVIE,2016,97,"romance, drama",US,6.7,99712.0,25.409,7.3
ts42090,Last Chance U,SHOW,2016,59,"documentation, sport",US,8.4,6897.0,14.88,7.3
tm136257,Beasts of No Nation,MOVIE,2015,137,"drama, war","GH, US",7.7,80750.0,10.424,7.6
tm244403,ARQ,MOVIE,2016,88,"scifi, thriller, action",US,6.3,39108.0,20.157,6.1
tm200690,The Forest,MOVIE,2016,95,"horror, thriller, scifi, drama, fantasy",US,4.8,42561.0,33.204,5.2
ts53287,Roman Empire,SHOW,2016,44,"drama, documentation, history, war",US,7.0,7742.0,21.454,6.9
ts37660,Reply 1988,SHOW,2015,92,"comedy, drama, family, romance",KR,9.2,6718.0,18.37,8.7
tm147082,"What Happened, Miss Simone?",MOVIE,2015,101,"music, documentation",US,7.6,13872.0,6.186,7.5
ts38731,Rebellion,SHOW,2016,51,"war, drama, history, european","IE, GB",7.1,3802.0,13.651,7.1
